Kind,Name,CountLine,CountLineCode,CountLineComment,CountDeclMethodAll,CountDeclMethod,CountClassDerived,RatioCommentToCode,PercentLackOfCohesion,MaxInheritanceTree
Public Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.Topology.valueOf,0,0,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.Topology.values,0,0,0,,,,0,,
Public Static Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.data,5,5,0,,,,0,,
Private Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.directed,10,10,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.setUp,18,16,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.TestLattice2D.setUp.(Anon_1),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.setUp.(Anon_1).get,3,3,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.TestLattice2D.setUp.(Anon_2),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.setUp.(Anon_2).get,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.testCreateSingular,9,9,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.testGenerateNetwork,52,50,0,,,,0,,
Private Method,edu.uci.ics.jung.algorithms.generators.TestLattice2D.toroidal,10,10,0,,,,0,,
Package,edu.uci.ics.jung.algorithms.generators.random,941,560,277,,45,,0.49,,
Public Generic Class,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator,196,105,71,9,9,0,0.68,68,1
Public Constructor,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.BarabasiAlbertGenerator,24,14,10,,,,0.71,,
Public Constructor,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.BarabasiAlbertGenerator,33,21,11,,,,0.52,,
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.N,0,0,0,0,0,0,0,0,1
Private Method,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.buildNodeProbabilities,23,18,2,,,,0.11,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.evolveGraph,18,11,4,,,,0.36,,
Private Method,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.generateAdjacentNodes,16,13,1,,,,0.08,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.get,3,3,0,,,,0,,
Private Method,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.initialize,12,10,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.numIterations,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.BarabasiAlbertGenerator.seedNodes,3,3,0,,,,0,,
Public Generic Class,edu.uci.ics.jung.algorithms.generators.random.EppsteinPowerLawGenerator,113,70,31,4,4,0,0.44,39,1
Public Constructor,edu.uci.ics.jung.algorithms.generators.random.EppsteinPowerLawGenerator.EppsteinPowerLawGenerator,16,7,9,,,,1.29,,
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.EppsteinPowerLawGenerator.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.algorithms.generators.random.EppsteinPowerLawGenerator.get,45,29,9,,,,0.31,,
Protected Method,edu.uci.ics.jung.algorithms.generators.random.EppsteinPowerLawGenerator.initializeGraph,24,22,1,,,,0.05,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.EppsteinPowerLawGenerator.setSeed,8,3,5,,,,1.67,,
Public Generic Class,edu.uci.ics.jung.algorithms.generators.random.ErdosRenyiGenerator,59,34,21,3,3,0,0.62,25,1
Public Constructor,edu.uci.ics.jung.algorithms.generators.random.ErdosRenyiGenerator.ErdosRenyiGenerator,13,8,5,,,,0.63,,
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.ErdosRenyiGenerator.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.algorithms.generators.random.ErdosRenyiGenerator.get,22,17,4,,,,0.24,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.ErdosRenyiGenerator.setSeed,9,3,6,,,,2,,
Public Generic Class,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld,129,76,36,4,4,0,0.47,41,1
Public Static Generic Class,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder,40,30,4,6,6,0,0.13,79,1
Private Constructor,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.Builder,1,1,0,,,,0,,
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.build,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.clusteringExponent,5,4,1,,,,0.25,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.connectionCount,5,4,1,,,,0.25,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.random,9,8,1,,,,0.13,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.Builder.randomSeed,5,4,1,,,,0.25,,
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.E,0,0,0,0,0,0,0,0,1
Private Constructor,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.KleinbergSmallWorld,5,5,0,,,,0,,
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.N,0,0,0,0,0,0,0,0,1
Public Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.addSmallWorldConnections,29,15,10,,,,0.67,,
Public Static Generic Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.builder,3,3,0,,,,0,,
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.builder.E,0,0,0,0,0,0,0,0,1
TypeVariable,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.builder.N,0,0,0,0,0,0,0,0,1
Private Method,edu.uci.ics.jung.algorithms.generators.random.KleinbergSmallWorld.getWeightedChoiceForDistance,21,18,1,,,,0.06,,
Public Class,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert,141,108,23,3,3,0,0.21,66,2
Protected Method,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.setUp,18,16,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.setUp.(Anon_1),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.setUp.(Anon_1).get,3,3,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.setUp.(Anon_2),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.setUp.(Anon_2).get,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.testDirected,52,42,4,,,,0.1,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.testDirected.(Anon_3),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.testDirected.(Anon_3).get,3,3,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.testDirected.(Anon_4),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.testDirected.(Anon_4).get,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestBarabasiAlbert.testPreconditions,47,39,10,,,,0.26,,
Public Class,edu.uci.ics.jung.algorithms.generators.random.TestEppsteinPowerLawGenerator,69,26,35,3,3,0,1.35,33,2
Protected Method,edu.uci.ics.jung.algorithms.generators.random.TestEppsteinPowerLawGenerator.setUp,10,9,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestEppsteinPowerLawGenerator.setUp.(Anon_1),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestEppsteinPowerLawGenerator.setUp.(Anon_1).get,3,3,0,,,,0,,
Public Static Method,edu.uci.ics.jung.algorithms.generators.random.TestEppsteinPowerLawGenerator.suite,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestEppsteinPowerLawGenerator.testSimpleDirectedCase,12,10,0,,,,0,,
Public Class,edu.uci.ics.jung.algorithms.generators.random.TestErdosRenyi,37,29,1,3,3,0,0.03,33,2
Protected Method,edu.uci.ics.jung.algorithms.generators.random.TestErdosRenyi.setUp,10,9,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestErdosRenyi.setUp.(Anon_1),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestErdosRenyi.setUp.(Anon_1).get,3,3,0,,,,0,,
Public Static Method,edu.uci.ics.jung.algorithms.generators.random.TestErdosRenyi.suite,3,3,0,,,,0,,
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestErdosRenyi.test,15,13,0,,,,0,,
Public Class,edu.uci.ics.jung.algorithms.generators.random.TestKleinberg,43,35,3,2,2,0,0.09,0,1
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestKleinberg.setUp,18,16,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestKleinberg.setUp.(Anon_1),6,5,0,1,1,0,0,0,2
Public Method,edu.uci.ics.jung.algorithms.generators.random.TestKleinberg.setUp.(Anon_1).get,3,3,0,,,,0,,
Anonymous Class,edu.uci.ics.jung.algorithms.generators.random.TestKleinberg.setUp.(Anon_2),6,5,0,1,1,0,0,0,2
